name,operator,line,ridership_2022,S12_001g,S12_050,S12_051,S12_053,lon,lat
明塚,西日本旅客鉄道,三江線,0,,3,4,0,132.583945,35.048914999999994
宇都井,西日本旅客鉄道,三江線,0,,3,4,0,132.62955,34.906765
潮,西日本旅客鉄道,三江線,0,,3,4,0,132.63241,35.01607
千金,西日本旅客鉄道,三江線,0,,3,4,0,132.24989,35.00162
式敷,西日本旅客鉄道,三江線,0,,3,4,0,132.71265,34.815815
因原,西日本旅客鉄道,三江線,0,,3,4,0,132.4733,34.966565
口羽,西日本旅客鉄道,三江線,0,,3,4,0,132.671016,34.884702000000004
沢谷,西日本旅客鉄道,三江線,0,,3,4,0,132.63473,35.05791
竹,西日本旅客鉄道,三江線,0,,3,4,0,132.5298,35.012695
田津,西日本旅客鉄道,三江線,0,,3,4,0,132.385815,34.951565
江津本町,西日本旅客鉄道,三江線,0,,3,4,0,132.230255,35.00718
川平,西日本旅客鉄道,三江線,0,,3,4,0,132.284385,34.99696
川戸,西日本旅客鉄道,三江線,0,,3,4,0,132.33346,34.959545000000006
石見川本,西日本旅客鉄道,三江線,0,,3,4,0,132.492595,34.991245
江平,西日本旅客鉄道,三江線,0,,3,4,0,132.70225499999998,34.87526
伊賀和志,西日本旅客鉄道,三江線,0,,3,4,0,132.66123,34.89497
鹿賀,西日本旅客鉄道,三江線,0,,3,4,0,132.445895,34.96304
浜原,西日本旅客鉄道,三江線,0,,3,4,0,132.599535,35.059934999999996
石見川越,西日本旅客鉄道,三江線,0,,3,4,0,132.41545,34.94999
粕淵,西日本旅客鉄道,三江線,0,,3,4,0,132.59299,35.07249
木路原,西日本旅客鉄道,三江線,0,,3,4,0,132.50833,34.997510000000005
乙原,西日本旅客鉄道,三江線,0,,3,4,0,132.54748999999998,35.02618
香淀,西日本旅客鉄道,三江線,0,,3,4,0,132.71347,34.82718
新見,西日本旅客鉄道,伯備線,1206,006070,1,1,1206,133.4567033333333,34.98719666666667
足立,西日本旅客鉄道,伯備線,4,005858,1,1,4,133.38384,35.038399999999996
備中川面,西日本旅客鉄道,伯備線,76,006434,1,1,76,133.58850999999999,34.850175
方谷,西日本旅客鉄道,伯備線,16,006374,1,1,16,133.55647,34.87681499999999
日羽,西日本旅客鉄道,伯備線,154,006999,1,1,154,133.69001500000002,34.715630000000004
備中広瀬,西日本旅客鉄道,伯備線,76,006803,1,1,76,133.60649999999998,34.758545
井倉,西日本旅客鉄道,伯備線,76,006233,1,1,76,133.51623999999998,34.93173
備中神代,西日本旅客鉄道,伯備線,10,006033,1,1,10,133.40058,34.994605
美袋,西日本旅客鉄道,伯備線,396,006973,1,1,396,133.654245,34.719840000000005
石蟹,西日本旅客鉄道,伯備線,176,006179,1,1,176,133.479555,34.95473
備中高梁,西日本旅客鉄道,伯備線,3140,006686,1,1,3140,133.61654,34.788619999999995
新郷,西日本旅客鉄道,伯備線,12,005737,1,1,12,133.36780499999998,35.082105
布原,西日本旅客鉄道,伯備線,4,006067,1,1,4,133.422325,34.98808
木野山,西日本旅客鉄道,伯備線,82,006518,1,1,82,133.61435,34.825715
新見,西日本旅客鉄道,姫新線,,006070,2,1,,133.4567033333333,34.98719666666667
刑部,西日本旅客鉄道,姫新線,100,005750,1,1,100,133.566025,35.076265
中国勝山,西日本旅客鉄道,姫新線,518,005741,1,1,518,133.69476,35.08061
月田,西日本旅客鉄道,姫新線,78,005840,1,1,78,133.66669000000002,35.047965000000005
岩山,西日本旅客鉄道,姫新線,14,005903,1,1,14,133.51273500000002,35.022695
富原,西日本旅客鉄道,姫新線,36,005818,1,1,36,133.61239,35.054919999999996
丹治部,西日本旅客鉄道,姫新線,16,005842,1,1,16,133.553705,35.04634
福山,西日本旅客鉄道,福塩線,,007862,2,1,,133.36134500000003,34.4892675
備後安田,西日本旅客鉄道,福塩線,2,006870,1,1,2,133.03379999999999,34.74108
戸手,西日本旅客鉄道,福塩線,512,007739,1,1,512,133.300635,34.546515
鵜飼,西日本旅客鉄道,福塩線,488,007691,1,1,488,133.24455,34.568
塩町,西日本旅客鉄道,福塩線,,006731,2,1,,132.91344,34.774235000000004
新市,西日本旅客鉄道,福塩線,716,007720,1,1,716,133.26961666666668,34.554233333333336
湯田村,西日本旅客鉄道,福塩線,1510,007728,1,1,1510,133.371455,34.55188
道上,西日本旅客鉄道,福塩線,1262,007724,1,1,1262,133.36119,34.55345
河佐,西日本旅客鉄道,福塩線,30,007629,1,1,30,133.16673,34.58995
吉舎,西日本旅客鉄道,福塩線,242,006937,1,1,242,132.99090999999999,34.72773
府中,西日本旅客鉄道,福塩線,1644,007677,1,1,1644,133.236465,34.571525
備後矢野,西日本旅客鉄道,福塩線,12,007341,1,1,12,133.12607,34.664739999999995
高木,西日本旅客鉄道,福塩線,478,007701,1,1,478,133.25323500000002,34.56297
下川辺,西日本旅客鉄道,福塩線,16,007717,1,1,16,133.20526,34.554339999999996
三良坂,西日本旅客鉄道,福塩線,64,006763,1,1,64,132.95774999999998,34.766194999999996
駅家,西日本旅客鉄道,福塩線,1280,007736,1,1,1280,133.32573000000002,34.54897
梶田,西日本旅客鉄道,福塩線,14,007019,1,1,14,133.05944,34.71089
上下,西日本旅客鉄道,福塩線,114,007106,1,1,114,133.11775999999998,34.69467
横尾,西日本旅客鉄道,福塩線,1684,007792,1,1,1684,133.36332,34.52148666666667
甲奴,西日本旅客鉄道,福塩線,26,007062,1,1,26,133.081265,34.70364
万能倉,西日本旅客鉄道,福塩線,1390,007731,1,1,1390,133.33842,34.55104333333333
近田,西日本旅客鉄道,福塩線,386,007740,1,1,386,133.31094000000002,34.54634
中畑,西日本旅客鉄道,福塩線,0,007648,1,1,0,133.193065,34.582305
備後三川,西日本旅客鉄道,福塩線,48,007509,1,1,48,133.110115,34.630245
備後本庄,西日本旅客鉄道,福塩線,808,007854,1,1,808,133.34537,34.493185
神辺,西日本旅客鉄道,福塩線,2396,007758,1,1,2396,133.37866000000002,34.537440000000004
上戸手,西日本旅客鉄道,福塩線,874,007730,1,1,874,133.28195499999998,34.551550000000006
備後落合,西日本旅客鉄道,木次線,,006006,2,1,,133.148315,35.001135000000005
油木,西日本旅客鉄道,木次線,0,005846,1,1,0,133.11927,35.0446
三井野原,西日本旅客鉄道,木次線,10,005725,1,1,10,133.11647499999998,35.091229999999996
和木,西日本旅客鉄道,山陽線,1736,008401,1,1,1736,132.22771,34.20406
新白島,西日本旅客鉄道,山陽線,22714,008002,1,1,22714,132.4610434357143,34.40850367
新白島,広島高速交通,広島新交通1号線,12115,008002,1,1,12115,132.461220595,34.408329935
寺家,西日本旅客鉄道,山陽線,4090,007951,1,1,4090,132.72264891499998,34.43952548
河戸帆待川,西日本旅客鉄道,可部線,2062,007799,1,1,2062,132.50517115000002,34.51668375
あき亀山,西日本旅客鉄道,可部線,1868,007798,1,1,1868,132.49623345,34.517199165
清流みはらし,錦川鉄道,錦川清流線,0,008388,1,1,0,132.00631592,34.21097695500001
南伊予,四国旅客鉄道,予讃線,174,008837,1,1,174,132.73842979583526,33.77757936731146
西堀端,伊予鉄道,城南線,,008761,2,1,,132.758085,33.8403
上一万,伊予鉄道,連絡線,,008742,2,1,,132.77543500000002,33.84681
